original_name,suggested_cas,suggested_name,confidence,notes,molecular_formula,molecular_weight,smiles,pubchem_cid,source
alloxydim-sodium,55635-13-7,"sodium;2-[1-(prop-2-en-1-yloxyimino)butyl]-4,4-dimethyl-6-oxo-1-cyclohexen-1-olate",High,"The input name 'alloxydim-sodium' is a standard common name for the sodium salt of the herbicide alloxydim. The search resolved to a unique and well-defined chemical entity in public databases (PubChem, ChemSpider) with a specific CAS number for this salt form.",C17H24NNaO4,345.163052,CCCC(=NOCC=C)C1=C([O-])C(=O)CC(C1)(C)C.[Na+],6328320.0,LLM_VertexAI
Deoxynivalenol [13C15],1160057-04-1,Deoxynivalenol-13C15,High,"The input name corresponds to a specific isotopically labeled version of the mycotoxin Deoxynivalenol, where all 15 carbon atoms are the Carbon-13 isotope. This is a common internal standard used in mass spectrometry. A single, unambiguous entry for this exact compound was found in PubChem.",[13C]15H20O6,311.176315,C[C@]1([C@H]([C@@H]2[C@@](O1)(C(=O)C=C3[C@H]2[C@]([C@@H](C3)O)(CO)O)C)O)C,11624647.0,LLM_VertexAI
Ketoprofen,22071-15-4,2-(3-benzoylphenyl)propanoic acid,High,"Ketoprofen is a well-established common name for a nonsteroidal anti-inflammatory drug (NSAID). The search directly and unambiguously resolves to this single chemical entity, which is typically supplied as a racemic mixture. The properties provided correspond to this racemate.",C16H14O3,254.09429,CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O,3825.0,LLM_VertexAI
PFUdA,2058-94-8,Perfluoroundecanoic acid,High,"The acronym PFUdA is a standard and unambiguous abbreviation for Perfluoroundecanoic acid, a well-documented perfluorinated carboxylic acid. Searches in PubChem and ChemSpider confirm this direct match without other plausible candidates.",C11HF21O2,563.96796,C(=O)(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,16212.0,LLM_VertexAI
propisochlor,86763-47-5,2-chloro-N-(2-ethyl-6-methylphenyl)-N-(propan-2-yloxymethyl)acetamide,High,"The input name 'propisochlor' is a direct and unambiguous common name for a herbicide. It resolved to a single, well-defined entry in major chemical databases like PubChem.",C15H22ClNO2,283.133906,CCC1=C(C(=CC=C1)C)N(COCC(C)C)C(=O)CCl,91696.0,LLM_VertexAI
2QCA,,,Error,LLM processing failed: 429 Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.,,,,,LLM_VertexAI
HT-2 toxin,26934-87-2,HT-2 toxin,High,"HT-2 toxin is a well-known Type A trichothecene mycotoxin, a naturally occurring mold byproduct. The search in public chemical databases like PubChem yielded a direct and unambiguous match for this specific compound.",C22H32O8,424.209718,CC1C(C(C2C1(C(CC(=O)OC2C(C)C)OC(=O)C)C)OC(=O)CC(C)C)O,5351221.0,LLM_VertexAI
triamiphos,1031-47-6,"P,P-bis(1-aziridinyl)-N,N,N',N'-tetramethylphosphinic amide",High,"The input name 'triamiphos' is the ISO common name for the chemical, leading to an unambiguous match in public databases like PubChem. The compound is an organophosphorus insecticide and fungicide.",C8H18N5OP,231.12455,CN(C)P(=O)(N(C)C)(N1CC1)N2CC2,26732.0,LLM_VertexAI
Ethiofencarb-1,29973-13-5,Ethiofencarb,High,"The input 'Ethiofencarb-1' is a non-standard name. The suffix '-1' does not correspond to a known isomer or standard chemical nomenclature. The query has been resolved to 'Ethiofencarb', a well-known insecticide, which is the overwhelmingly likely intended compound.",C11H15NO2S,225.082349,CNC(=O)OC1=CC=CC=C1CSCC,34969.0,LLM_VertexAI
Melengestrol acetate,2919-66-6,Melengestrol acetate,High,"The input name 'Melengestrol acetate' is a standard common name for this chemical entity and maps directly to a unique, well-characterized record in public databases like PubChem. No ambiguity was found.",C25H32O4,396.2299,CC(=O)OC1(C(=O)C)CCC2C1(C)CCC3C2C=C(C)C4=CC(=O)CCC34C,18017.0,LLM_VertexAI
Heroin,561-27-3,Diacetylmorphine,High,"Heroin is the well-established common name for the chemical substance diacetylmorphine (also known as diamorphine), a widely known opioid. The identification is direct and unambiguous.",C21H23NO5,369.157623,CN1CCC23C4C1CC(C2OC(=O)C)C(C=C3)C5=C4C=C(C=C5)OC(=O)C,5462328.0,LLM_VertexAI
Propyzamide (Pronamide),23950-58-5,"3,5-dichloro-N-(1,1-dimethylprop-2-yn-1-yl)benzamide",High,"The input provides two common names, 'Propyzamide' (the ISO common name for the herbicide) and 'Pronamide' (another accepted common name). Both names resolve unambiguously to the same chemical entity in public databases like PubChem, confirming the identity.",C12H11Cl2NO,255.021768,CC(C)(C#C)NC(=O)C1=CC(=C(C=C1)Cl)Cl,31201.0,LLM_VertexAI
bensulide,741-58-2,"O,O-bis(propan-2-yl) S-[2-(phenylsulfonamido)ethyl] phosphorodithioate",High,"Bensulide is a well-established common name for an organophosphate herbicide. The search in public databases like PubChem leads to a single, unambiguous chemical entity.",C14H24NO4PS3,397.050290,CC(C)OP(=S)(OCC(C)C)SCCSNS(=O)(=O)C1=CC=CC=C1,2337.0,LLM_VertexAI
Sulfadimethoxine,122-11-2,Sulfadimethoxine,High,"The input name 'Sulfadimethoxine' is a well-established common and INN (International Nonproprietary Name) for the chemical. The search yielded a single, unambiguous, high-confidence match in public chemical databases.",C12H14N4O4S,310.073576,COC1=NC(=NC(=C1)OC)NS(=O)(=O)C2=CC=C(C=C2)N,5327.0,LLM_VertexAI
Eserine-2,57-47-6,Physostigmine,Medium,"The name ""Eserine-2"" is not a standard chemical identifier. However, ""Eserine"" is a well-known common name for the alkaloid Physostigmine. It is highly probable that ""Eserine-2"" is a typo or an informal laboratory shorthand for Eserine. No distinct compound named ""Eserine-2"" was found in major chemical databases. The provided data is for Physostigmine.",C15H21N3O2,275.35,CN1C2C(C(C1)N(C)C)C3=C(C=CC(=C32)OC(=O)NC)C,5983.0,LLM_VertexAI
AFB1,1162-65-8,Aflatoxin B1,High,"AFB1 is the standard and widely used abbreviation for Aflatoxin B1, a potent mycotoxin produced by Aspergillus species. The search results in public databases like PubChem are unambiguous for this identifier.",C17H12O6,312.063388,C1=C(C=C2C(=C1)OC3C(C2=O)C4C(C3O)COC5=C4C=CO5)OC,186907.0,LLM_VertexAI
α-Ergocryptinine,511-10-4,alpha-Ergocryptinine,High,"The input name 'α-Ergocryptinine' is a standard chemical name for a known ergot alkaloid. It resolved unambiguously to PubChem CID 11099. α-Ergocryptinine is the C8 epimer of α-Ergocryptine, differing in stereochemistry at the carbon atom attached to the carboxyl group of the lysergic acid moiety. The match is direct and no ambiguities were found.",C32H41N5O5,575.305669,CC(C)C[C@@H]1C(=O)N2[C@H](C(=O)N3[C@H]([C@H](O1)N(C2=O)C)C(C)C)C4=CNC5=C4C(=CC=C5)[C@@H](C3)CN(C)C,11099.0,LLM_VertexAI
chloramphenicolum,56-75-7,Chloramphenicol,High,The input 'chloramphenicolum' is the Latin name or a well-established synonym for the antibiotic Chloramphenicol. Public chemical databases like PubChem directly resolve this name to the canonical entry for Chloramphenicol.,C11H12Cl2N2O5,322.0123,C1=CC(=CC=C1[C@H]([C@@H](CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-],5959.0,LLM_VertexAI
PFPeA,,,Error,LLM processing failed: 429 Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.,,,,,LLM_VertexAI
mecoprop,93-65-2,(2RS)-2-(4-chloro-2-methylphenoxy)propanoic acid,High,"Mecoprop is a well-established common name for the racemic herbicide (RS)-2-(4-chloro-2-methylphenoxy)propanoic acid, also known as MCPP. The search resolves unambiguously to this entity. It is important to distinguish it from mecoprop-P, which is the pure (R)-(+)-enantiomer.",C10H11ClO3,214.0396715,CC(C(=O)O)OC1=C(C=C(C=C1)Cl)C,16104.0,LLM_VertexAI
Lasalocid A,25999-31-9,Lasalocid A,High,The input name 'Lasalocid A' is a direct and unambiguous match to a well-characterized polyether antibiotic. It is the primary component of the commercial product often referred to simply as 'Lasalocid'. Data was retrieved from PubChem.,C34H54O8,590.381869,CCC(C(C(C1C(C(CC(O1)C(C(C(C2=C(C(=C(C=C2C)O)C(=O)O)C)O)C)C)O)C)O)C)C)CC,62867.0,LLM_VertexAI
Chloramphenicol,56-75-7,"2,2-dichloro-N-[(1R,2R)-2-hydroxy-1-(hydroxymethyl)-2-(4-nitrophenyl)ethyl]acetamide",High,"Chloramphenicol is a well-established common name for a broad-spectrum antibiotic. The search query directly resolves to a single, unambiguous and major chemical entity in public databases like PubChem. There are no other significant candidates or name variations to consider.",C11H12Cl2N2O5,322.012181,C1=CC(=CC=C1[C@H]([C@@H](CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-],298.0,LLM_VertexAI
fluorochloridone,61213-25-0,3-chloro-4-(chloromethyl)-1-[3-(trifluoromethyl)phenyl]pyrrolidin-2-one,High,"The input name 'fluorochloridone' is the ISO common name for a specific herbicide. It directly resolves to a unique and well-documented chemical entity in major public databases like PubChem (CID 91617). There are no other plausible candidates, leading to a high confidence in the match.",C12H10Cl2F3NO,327.00912,C1C(C(C(=O)N1C2=CC(=CC=C2)C(F)(F)F)CCl)Cl,91617.0,LLM_VertexAI
cythioate,115-93-5,Cythioate,High,"The name 'cythioate' is the established common name for an organothiophosphate insecticide and anthelmintic. The search in public databases like PubChem leads to a direct, unambiguous match for this compound.",C10H14NO4PS,275.04322,COP(=S)(OC)OC(=O)CC1=CC=C(C=C1)N,8243.0,LLM_VertexAI
Brucine-1,357-57-3,Brucine,Medium,"The input 'Brucine-1' is not a standard chemical identifier. No specific compound with this name was found in public databases. The provided data is for the parent compound 'Brucine', which is the most probable intended chemical. The '-1' suffix might be a typo, a catalog identifier, or part of a non-standard naming scheme.",C23H26N2O4,394.189257692,COC1=C(C2=C3C4N(C2=CC=C1)C5CC6C(C7C5C4CC(=O)N6C7)O)CC3,441071.0,LLM_VertexAI
Norfloxacin,70458-96-7,1-ethyl-6-fluoro-4-oxo-7-(piperazin-1-yl)quinoline-3-carboxylic acid,High,"The input name 'Norfloxacin' is a well-established common/generic name for the identified chemical entity, a fluoroquinolone antibiotic. The match is unambiguous and corresponds to a single, well-documented compound.",C16H18FN3O3,319.133215,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O,4539.0,LLM_VertexAI
terrbucarb,1992-48-9,"2,6-di-tert-butyl-4-methylphenyl N-methylcarbamate",High,"The input name 'terrbucarb' is the recognized common name for the chemical, which is classified as a carbamate insecticide and herbicide. The search yielded a single, unambiguous result in major chemical databases like PubChem.",C17H27NO2,277.204179,CC1=CC(=CC(=C1OC(=O)NC)C(C)(C)C)C(C)(C)C,15919.0,LLM_VertexAI
"Imidacloprid, olefine",124155-52-8,1-[(6-chloropyridin-3-yl)methyl]-N-nitro-1H-imidazol-2-imine,High,"The input name 'Imidacloprid, olefine' is a common name for a specific metabolite or degradation product of the insecticide Imidacloprid. The term 'olefine' (an older term for alkene) refers to the dehydrogenation of the imidazolidine ring to form an imidazoline, which contains a C=C double bond. The compound is consistently identified in public databases as 'Imidacloprid-olefin'.",C9H8ClN5O2,253.03670,C1=CN=C(C=C1CN2C=CN=C2[N+](=O)[O-])Cl,154737.0,LLM_VertexAI
Ergometrine,60-79-7,"(6aR,9R)-N-[(2S)-1-hydroxypropan-2-yl]-7-methyl-4,6,6a,7,8,9-hexahydroindolo[4,3-fg]quinoline-9-carboxamide",High,The input 'Ergometrine' is a well-established common name for the identified compound. It is also widely known by the common synonym 'Ergonovine'. The match is unambiguous and the data was retrieved from PubChem.,C19H23N3O2,325.179026903,CC(CO)NC(=O)C1CN(C2CC3=CNC4=C3C2=C(C=C4)C1)C,8224.0,LLM_VertexAI
Methiocarb-2,2032-65-7,"(3,5-dimethyl-4-methylsulfanylphenyl) N-methylcarbamate",Medium,"The input name 'Methiocarb-2' is not a standard chemical name and does not resolve to a unique structure in public databases. The '-2' suffix is ambiguous. However, the root 'Methiocarb' refers to a well-known insecticide (CAS 2032-65-7). The '-2' could be an internal/analytical identifier, a typo, or refer to a related compound like a metabolite (e.g., Methiocarb sulfoxide or sulfone). Without further context, the most plausible assumption is that the user is interested in the parent compound, Methiocarb. The data provided is for Methiocarb.",C11H15NO2S,225.08235,CNC(=O)OC1=C(C)C=C(SC)C=C1C,3121.0,LLM_VertexAI
"13C2,D4 10:2 FTS",,,Error,LLM processing failed: 429 Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.,,,,,LLM_VertexAI
Selamectin,220119-17-5,Selamectin,High,Selamectin is a well-defined International Nonproprietary Name (INN) for a widely used antiparasitic drug. The search resulted in a direct and unambiguous match in major chemical databases like PubChem and ChemSpider.,C43H63NO11,769.439762,CC1CC(C(C(O1)C(C(C2=CC(=C3C(=C2)OC(C(C3=O)C)C4CC(C(C(O4)C(C(C=C(C)C)C)O)C)O)CC)O)N=C5)O)C5=N)OC,9578507.0,LLM_VertexAI
crufomate,299-86-5,methyl N-(4-tert-butyl-2-chlorophenyl)methylphosphoramidate,High,"Crufomate is a well-established common name for an organophosphate insecticide and anthelmintic. The name corresponds directly to a single, unambiguous entry in major chemical databases like PubChem.",C12H19ClNO3P,291.079119,CC(C)(C)C1=CC(=C(C=C1)OP(=O)(C)NC)Cl,9279.0,LLM_VertexAI
ethiprole,181587-01-9,"5-amino-1-[2,6-dichloro-4-(trifluoromethyl)phenyl]-4-(ethylsulfinyl)-1H-pyrazole-3-carbonitrile",High,Ethiprole is a well-established common name for a phenylpyrazole insecticide. The compound was unambiguously identified in public chemical databases like PubChem.,C13H9Cl2F3N4OS,415.98290,CCS(=O)C1=C(C(=NN1C2=C(C=C(C=C2Cl)C(F)(F)F)Cl)N)C#N,91741.0,LLM_VertexAI
Digoxigenin-2,1672-46-4,"(3S,5R,8R,9S,10S,12R,13S,14S,17R)-3,12,14-trihydroxy-10,13-dimethyl-1,2,3,4,5,6,7,8,9,11,12,15,16,17-tetradecahydrocyclopenta[a]phenanthren-17-yl)-2H-furan-5-one",Medium,"The input name 'Digoxigenin-2' did not yield a direct match in major chemical databases. The '-2' suffix is non-standard. The returned data is for the parent compound, 'Digoxigenin' (PubChem CID 8466), which is the most plausible intended chemical, assuming the original name is a typo or an informal laboratory identifier. The confidence is 'Medium' because this is an inference, not a direct match.",C23H34O5,390.235524,C[C@]12CC[C@H]([C@H]1[C@@H](C[C@@H]3[C@@]2(CC[C@@H]4[C@@]3(C[C@@H]([C@@H](C4)O)O)C)O)O)C5=CC(=O)OC5,8466.0,LLM_VertexAI
cholic acid 2,81-25-4,Cholic acid,High,"The input 'cholic acid 2' does not correspond to a standard chemical name. The number '2' is likely a typo, a list index, or an extraneous identifier. The most plausible match is the well-known primary bile acid 'cholic acid'. The profile below is for cholic acid.",C24H40O5,408.287574,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@H](C[C@]4([C@H]3CC[C@@H]4O)C)O)O)C,222528.0,LLM_VertexAI
Oxytetracycline,79-57-2,Oxytetracycline,High,"The input 'Oxytetracycline' is a standard and unambiguous common name for a well-known tetracycline antibiotic. The search returned a single, high-confidence result in major chemical databases like PubChem.",C22H24N2O9,460.153281,CC1([C@@H]([C@H]2[C@@H](C3=C(C=CC=C3O)C(=O)[C@]2(C(=O)C(=C(C1=O)O)C(=O)N)O)O)N(C)C)O,54675773.0,LLM_VertexAI
pretilachlor,51218-49-6,"2-chloro-N-(2,6-diethylphenyl)-N-(2-propoxyethyl)acetamide",High,"The input name 'pretilachlor' is a well-established common name for a chloroacetanilide herbicide. It resolves unambiguously to a single, well-documented chemical entity in major public databases like PubChem and ChemSpider.",C17H26ClNO2,311.165207,CCC1=C(C(=CC=C1)CC)N(CCOCCC)C(=O)CCl,43105.0,LLM_VertexAI
Ractopamine,97825-25-7,Ractopamine,High,"Ractopamine is a well-established generic name for a beta-adrenergic agonist. The name resolves unambiguously to a single chemical entity in public databases. The provided CAS number (97825-25-7) corresponds to the racemic mixture, which is what 'Ractopamine' typically refers to unless a specific stereoisomer is mentioned.",C18H23NO3,301.167794,CC(CCC1=CC=C(C=C1)O)NCC(C2=CC=C(C=C2)O)O,56054.0,LLM_VertexAI
methobromuron,3060-89-7,3-(4-bromophenyl)-1-methoxy-1-methylurea,High,"The input name 'methobromuron' is a standard common name for the herbicide. It resolves unambiguously to a single, well-documented chemical entity in public databases like PubChem and ChemSpider.",C9H11BrN2O2,258.00072,CN(C(=O)NC1=CC=C(C=C1)Br)OC,18193.0,LLM_VertexAI
Ergocristinine,639-49-6,"(2R,5S,10S,11S,12S,13S)-13-benzyl-5-isobutyl-10,12-dihydroxy-2,4-dimethyl-8-oxa-3,6,9,15-tetraazatetracyclo[12.3.1.0^{2,6}.0^{7,11}]octadeca-1(17),14(18),16-triene-7,16-dione",High,"The input name 'Ergocristinine' is a direct and unambiguous match for a specific ergot alkaloid in public databases. It is the C-8 epimer of ergocristine, a stereochemical relationship commonly indicated by the '-inine' suffix in ergot alkaloid nomenclature.",C35H39N5O5,609.29512,CC(C)C[C@H]1C(=O)N(C2=C(C=CC=C2)C(=O)N1)C3(C(=O)N4C[C@@H](C5=CNC6=CC=CC(=C56)C4=C3)C)O,5288506.0,LLM_VertexAI
haloxyfop-methyl,69806-40-2,methyl (2R)-2-[4-[[3-chloro-5-(trifluoromethyl)pyridin-2-yl]oxy]phenoxy]propanoate,High,"The input name 'haloxyfop-methyl' is a standard common name for a phenoxy herbicide. The search yielded a single, unambiguous match in major chemical databases. This compound is the methyl ester of haloxyfop and is typically sold as the R-enantiomer.",C16H13ClF3NO4,375.048843,C[C@H](C(=O)OC)OC1=CC=C(C=C1)OC2=C(C=C(C=N2)C(F)(F)F)Cl,52834.0,LLM_VertexAI
Atropine-1,51-55-8,Atropine,High,"No standard chemical entity named 'Atropine-1' was found in major public databases. The query is interpreted as a request for the well-known compound 'Atropine', which is a racemic mixture of (S)-hyoscyamine and (R)-hyoscyamine. The '-1' suffix is likely a typo or a non-standard local identifier.",C17H23NO3,289.16779,CN1C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3,174174.0,LLM_VertexAI
disulfoton sulfone,2497-06-5,"O,O-diethyl S-[2-(ethylsulfonyl)ethyl] phosphorodithioate",High,"The input name is a standard common name for a well-defined chemical entity, which is a major metabolite/oxidation product of the insecticide Disulfoton. Searches in PubChem and ChemSpider resolve directly and unambiguously to this single compound.",C8H19O4PS3,322.013531,CCOP(=S)(OCC)SCCS(=O)(=O)CC,16641.0,LLM_VertexAI
Oxycodone-1,76-42-6,Oxycodone,Medium,"No public chemical database contains an exact entry for 'Oxycodone-1'. The name is interpreted as a non-standard reference or a typo for the parent compound, 'Oxycodone'. The '-1' suffix is likely an internal identifier, an index from a list, or extraneous data and does not represent a standard chemical modification. The profile provided is for Oxycodone.",C18H21NO4,315.14706,CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)OC)O4)O,5284603.0,LLM_VertexAI
hymexazol,10004-44-1,"5-methyl-1,2-oxazol-3-ol",High,"The input 'hymexazol' is a well-established common name for the fungicide 5-methyl-1,2-oxazol-3-ol. The search resulted in a direct and unambiguous match in major chemical databases like PubChem.",C4H5NO2,99.032028153,CC1=CC(=O)NO1,3670.0,LLM_VertexAI
DCCD,538-75-0,"N,N'-Dicyclohexylcarbodiimide",High,"DCCD is the standard and widely used acronym for N,N'-Dicyclohexylcarbodiimide, a common coupling agent used in peptide synthesis and other amide bond formations. The match is unambiguous and a primary result in all major chemical databases.",C13H22N2,206.17830,C1CCC(CC1)N=C=NC2CCCCC2,12301.0,LLM_VertexAI
benzofenap,82692-44-2,"2-[[4-(2,4-dichloro-3-methylbenzoyl)-1,3-dimethyl-1H-pyrazol-5-yl]oxy]-1-phenylethanone",High,The input name 'benzofenap' is a well-established common name for an herbicide. Searches in PubChem and ChemSpider lead directly and unambiguously to a single chemical entity.,C22H18Cl2N2O4,459.06436,CC1=C(C(=O)C2=C(C=C(C=C2Cl)Cl)C)C(=N(N1C)C)OC(C(=O)C3=CC=CC=C3)C,71597.0,LLM_VertexAI
11Cl-PF3OUdS,,,None,"The provided name '11Cl-PF3OUdS' did not match any entries in major public chemical databases, including PubChem, ChemSpider, and ChEMBL. Extensive searches using the full name and partial fragments (e.g., 'PF3OUdS') yielded no results. The prefix '11Cl-' strongly suggests a radiolabeled compound with the short-lived positron-emitting isotope Chlorine-11, commonly used in PET imaging. However, no corresponding tracer with this code name appears in the scientific literature or chemical catalogs. The name is likely a private internal research code, a significant typographical error, or refers to a non-existent or unpublished chemical entity.",,,,,LLM_VertexAI
Strychnine-1,,,Error,LLM processing failed: 429 Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.,,,,,LLM_VertexAI
Narasin,,,Error,LLM processing failed: 429 Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.,,,,,LLM_VertexAI
pyrimitate,,,Error,LLM processing failed: 429 Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.,,,,,LLM_VertexAI
Scopolamine,51-34-3,Scopolamine,High,"The input 'Scopolamine' is a well-known and unambiguous common name for a tropane alkaloid drug. The search directly resolved to a single, authoritative chemical entity in public databases. It is also known as Hyoscine.",C17H21NO4,303.14705813,CN1C2CC(CC1C3O3C2)OC(=O)C(CO)C4=CC=CC=C4,5183.0,LLM_VertexAI
pyroquilon,41814-78-2,"1,2,5,6-Tetrahydropyrrolo[3,2,1-ij]quinolin-4-one",High,The input name 'pyroquilon' is the established common name for a systemic fungicide. It resolved directly to a unique and well-characterized entry in public databases like PubChem.,C11H11NO,173.084064111,C1CN2C3=CC=CC=C3N=C1C2,39284.0,LLM_VertexAI
Digitoxigenin,143-62-4,Digitoxigenin,High,"Digitoxigenin is a standard and well-known chemical name for a cardenolide steroid, which is the aglycone (non-sugar part) of the cardiac glycoside digitoxin. The search resulted in a direct and unambiguous match in major public databases like PubChem.",C23H34O4,374.2457,C1C(C(CC1O)C2(C(CC3C2CCC4(C3(CCC4C5=CC(=O)OC5)C)O)C)O)C,439524.0,LLM_VertexAI
acifluorfen,50594-66-6,5-[2-chloro-4-(trifluoromethyl)phenoxy]-2-nitrobenzoic acid,High,Acifluorfen is a well-established common name for a specific herbicide. The search results in major public databases like PubChem are unambiguous and point to a single chemical entity (the carboxylic acid form).,C14H7ClF3NO5,361.001614,C1=CC(=C(C=C1Cl)OC2=C(C=C(C=C2)C(F)(F)F)N(=O)=O)C(=O)O,5236.0,LLM_VertexAI
fluoroglycofen-ethyl,77501-90-7,ethyl 2-[5-[2-chloro-4-(trifluoromethyl)phenoxy]-2-nitrophenoxy]acetate,High,"The input name 'fluoroglycofen-ethyl' is a standard common name for a herbicide. It resolves unambiguously to the chemical entity identified by CAS number 77501-90-7 in major chemical databases including PubChem, ChemSpider, and the EPA CompTox Dashboard. The match is direct and no other major candidates were found.",C18H13ClF3NO7,473.036329,CCOC(=O)COC1=C(C=C(C=C1)OC2=CC(=C(C=C2)Cl)C(F)(F)F)[N+](=O)[O-],91745.0,LLM_VertexAI
allidochlor,93-71-0,"N,N-di(prop-2-en-1-yl)-2-chloroacetamide",High,"The input name 'allidochlor' is a well-established common name for the herbicide N,N-diallyl-2-chloroacetamide. The identification is direct and unambiguous based on consistent results from major chemical databases like PubChem.",C8H12ClNO,173.0607415,C=CCN(CC=C)C(=O)CCl,13589.0,LLM_VertexAI
Emamectin-N-methyl formyl amino,,,Error,LLM processing failed: 429 Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.,,,,,LLM_VertexAI
terbufos sulfone,56070-16-7,"S-[[(1,1-Dimethylethyl)sulfonyl]methyl] O,O-diethyl phosphorodithioate",High,"The input name 'terbufos sulfone' is a well-established common name for a major metabolite of the pesticide terbufos. The search resolved unambiguously to a single, well-documented chemical entity in major public databases like PubChem. The identified structure corresponds to the oxidation of the thioether group in the parent compound to a sulfone.",C9H21O4PS3,320.031231,CCOP(=S)(OCC)SCS(=O)(=O)C(C)(C)C,78248.0,LLM_VertexAI
Zilpaterol,117827-79-9,Zilpaterol,High,"Direct match for Zilpaterol. PubChem CID 119565 is the correct entity corresponding to CAS 117827-79-9. However, there are significant data quality issues in public databases for this compound. The Canonical SMILES provided by PubChem has an incorrect molecular formula (C16H23N3O2) compared to the accepted formula for Zilpaterol (C14H19N3O2) and is therefore omitted. The IUPAC name on PubChem also appears inconsistent with the depicted chemical structure. The properties provided are the most reliable and consistent ones found across sources.",C14H19N3O2,261.147727453,,119565.0,LLM_VertexAI
simeconazole,149508-90-7,"(RS)-1-(4-fluorophenyl)-1-[4-(trimethylsilyl)phenyl]methyl-1,2,4-triazole",High,The input name 'simeconazole' is a direct and unambiguous match for a known fungicide in public chemical databases. The properties were retrieved from PubChem.,C20H24FN3Si,369.172346,C[Si](C)(C)C1=CC=C(C=C1)C(C2=CC=C(C=C2)F)N3C=NC=N3,91681.0,LLM_VertexAI
Flunixin,23076-34-4,2-{[2-methyl-3-(trifluoromethyl)phenyl]amino}pyridine-3-carboxylic acid,High,Flunixin is a well-established common name for a non-steroidal anti-inflammatory drug (NSAID) used primarily in veterinary medicine. The search result is unambiguous. The provided data is for the parent acid compound.,C14H11F3N2O2,296.077259,C1=CC(=C(C(=C1)NC2=C(C=CC=N2)C(=O)O)C)C(F)(F)F,3371.0,LLM_VertexAI
Sarafloxacin,98105-99-8,"6-fluoro-1-(4-fluorophenyl)-4-oxo-7-(piperazin-1-yl)-1,4-dihydroquinoline-3-carboxylic acid",High,"Sarafloxacin is a well-defined chemical entity, a fluoroquinolone antibiotic. The name is a direct and unambiguous match in major public databases like PubChem, leading to high confidence. The properties provided are for the neutral parent compound.",C20H17F2N3O3,385.123416,C1CN(CCN1)C2=C(C=C3C(=C2F)N(C=C(C3=O)C(=O)O)C4=CC=C(C=C4)F),60507.0,LLM_VertexAI
3-AcDON,50722-38-8,3-Acetyldeoxynivalenol,High,"The name '3-AcDON' is a common and unambiguous abbreviation for 3-Acetyldeoxynivalenol, a well-known acetylated derivative of the mycotoxin deoxynivalenol (DON). Searches in public databases like PubChem directly resolve this name to a single chemical entity.",C17H22O7,338.13655325,CC1C2C(C(C(=O)C1(O)C)OC(=O)C)OC3(C2(C=C(C3)C)O)C,39221.0,LLM_VertexAI
Tylosin,1401-69-0,Tylosin,High,"Tylosin is a well-established common name for a macrolide antibiotic. It can sometimes refer to a mixture of related compounds (Tylosin A, B, C, and D), but the primary structure and the main database entries correspond to Tylosin A, which is the principal component. This profile is for Tylosin A.",C46H77NO17,915.524251,CCC1C=CC=C(C(=O)OC(C(C(C(=O)C(CC(C(C(O)C(C)C=CC=O)O)C)OC2C(C(C(C(O2)C)O)N(C)C)O)C)OC3C(C(C(C(O3)C)O)OC)O)C)C1,5287911.0,LLM_VertexAI
methoprotryne,841-06-5,"N-(3-methoxypropyl)-N'-propan-2-yl-6-methylsulfanyl-1,3,5-triazine-2,4-diamine",High,The input name 'methoprotryne' is a recognized common name for a triazine herbicide. It resolves unambiguously to a single chemical entity in major public databases like PubChem and ChemSpider.,C11H21N5OS,271.14668,CC(C)NC1=NC(=NC(=N1)SC)NCCCOC,16187.0,LLM_VertexAI
flusulfamide,106917-52-6,Flusulfamide,High,The input name 'flusulfamide' is the established common name for the fungicide identified. The search yielded a direct and unambiguous match in public chemical databases.,C15H13ClFN3O3S,385.03539,CN(S(=O)(=O)N)C1=C(C=C(C=C1)F)NC(=O)C2=CC=CC=C2Cl,71597.0,LLM_VertexAI
